codigo_nacional,codigo_dcp,nombre_del_medicamento,ficha_tecnica,sustancias_activas,codigo_atc,dosis_y_como_tomar,receta,generico,laboratorio,para_que_se_utiliza,efectos_adversos_y_interacciones
619247,66091000140100,"VIAFLO CLORURO SODICO 0,9% SOLUCION PARA PERFUSION",https://cima.aemps.es/cima/pdfs/es/ft/65306/65306_ft.pdf,sodio cloruro,B05BB91,"VÍA INTRAVENOSA  (Sodio cloruro 0,9% inyectable perfusión 500 ml)",SI,NO,BAXTER S.L.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/65306/65306_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/65306/65306_ft.pdf
619262,66111000140105,"VIAFLO CLORURO SODICO 0,9% SOLUCION PARA PERFUSION",https://cima.aemps.es/cima/pdfs/es/ft/65306/65306_ft.pdf,sodio cloruro,B05BB91,"VÍA INTRAVENOSA  (Sodio cloruro 0,9% inyectable perfusión 1.000 ml)",SI,NO,BAXTER S.L.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/65306/65306_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/65306/65306_ft.pdf
619270,72321000140108,"VIAFLO CLORURO SÓDICO 0,9% Y CLORURO POTÁSICO 0,3% SOLUCIÓN PARA PERFUSIÓN.",https://cima.aemps.es/cima/pdfs/es/ft/65307/65307_ft.pdf,sodio cloruro + potasio cloruro,B05BB91,"VÍA INTRAVENOSA  (Sodio cloruro 0,9%/Potasio cloruro 20 meq/500 ml inyectable perfusión)",SI,NO,BAXTER S.L.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/65307/65307_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/65307/65307_ft.pdf
619288,67921000140100,"VIAFLO CLORURO SÓDICO 0,9% Y CLORURO POTÁSICO 0,3% SOLUCIÓN PARA PERFUSIÓN.",https://cima.aemps.es/cima/pdfs/es/ft/65307/65307_ft.pdf,sodio cloruro + potasio cloruro,B05BB91,"VÍA INTRAVENOSA  (Sodio cloruro 0,9%/Potasio cloruro 40 meq/1.000 ml inyectable perfusión)",SI,NO,BAXTER S.L.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/65307/65307_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/65307/65307_ft.pdf
619304,23491000140106,MIDAZOLAM REIG JOFRE 15 mg/3 ml SOLUCION INYECTABLE EFG,https://cima.aemps.es/cima/pdfs/es/ft/65313/65313_ft.pdf,midazolam,N05CD08,"VÍA INTRAMUSCULAR, VÍA INTRAVENOSA, VÍA RECTAL  (Midazolam 15 mg inyectable 3 ml)",SI,SI,"LABORATORIOS REIG JOFRE, S.A.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/65313/65313_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/65313/65313_ft.pdf
619312,375856006,MIDAZOLAM SERRACLINICS 5 MG/ML SOLUCIÓN INYECTABLE  Y PARA PERFUSIÓN EFG,https://cima.aemps.es/cima/pdfs/es/ft/65314/65314_ft.pdf,midazolam,N05CD08,"VÍA INTRAMUSCULAR, VÍA INTRAVENOSA, VÍA RECTAL  (Midazolam 50 mg inyectable 10 ml)",SI,SI,LABORATORIOS SERRA PAMIES S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/65314/65314_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/65314/65314_ft.pdf
619320,319734006,ALDOCUMAR 3 mg COMPRIMIDOS,https://cima.aemps.es/cima/pdfs/es/ft/63063/63063_ft.pdf,warfarina,B01AA03,VÍA ORAL  (Warfarina 3 mg comprimido),SI,NO,LABORATORIO ALDO UNION S.L.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/63063/63063_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/63063/63063_ft.pdf
619338,318850001,"ENALAPRIL BELMAC 2,5 mg COMPRIMIDOS",https://cima.aemps.es/cima/pdfs/es/ft/63568/63568_ft.pdf,enalapril,C09AA02,"VÍA ORAL  (Enalapril 2,5 mg comprimido)",SI,NO,TEVA PHARMA S.L.U.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/63568/63568_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/63568/63568_ft.pdf
619346,318853004,ENALAPRIL BELMAC 10 mg COMPRIMIDOS,https://cima.aemps.es/cima/pdfs/es/ft/63567/63567_ft.pdf,enalapril,C09AA02,VÍA ORAL  (Enalapril 10 mg comprimido),SI,NO,TEVA PHARMA S.L.U.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/63567/63567_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/63567/63567_ft.pdf
619387,319733000,ALDOCUMAR 1 mg COMPRIMIDOS,https://cima.aemps.es/cima/pdfs/es/ft/63062/63062_ft.pdf,warfarina,B01AA03,VÍA ORAL  (Warfarina 1 mg comprimido),SI,NO,LABORATORIO ALDO UNION S.L.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/63062/63062_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/63062/63062_ft.pdf
619429,329653008,DALSYDOL 400 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,https://cima.aemps.es/cima/pdfs/es/ft/54985/54985_ft.pdf,ibuprofeno,M01AE01,VÍA ORAL  (Ibuprofeno 400 mg comprimido),NO,NO,MYLAN IRE HEALTHCARE LIMITED,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/54985/54985_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/54985/54985_ft.pdf
619502,329654002,BRUFEN 600 mg COMPRIMIDOS RECUBIERTOS CON PELICULA,https://cima.aemps.es/cima/pdfs/es/ft/56498/56498_ft.pdf,ibuprofeno,M01AE01,VÍA ORAL  (Ibuprofeno 600 mg comprimido),SI,NO,ABBOTT LABORATORIES S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/56498/56498_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/56498/56498_ft.pdf
619510,333250003,CRISTALMINA 10 mg/ml SOLUCION CUTANEA,https://cima.aemps.es/cima/pdfs/es/ft/56549/56549_ft.pdf,clorhexidina,D08AC02,USO CUTÁNEO  (Clorhexidina 10 mg/ml líquido uso tópico),NO,NO,LABORATORIOS SALVAT S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/56549/56549_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/56549/56549_ft.pdf
619544,333250003,CRISTALMINA 10 mg/ml SOLUCION CUTANEA,https://cima.aemps.es/cima/pdfs/es/ft/56549/56549_ft.pdf,clorhexidina,D08AC02,USO CUTÁNEO  (Clorhexidina 10 mg/ml líquido uso tópico),NO,NO,LABORATORIOS SALVAT S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/56549/56549_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/56549/56549_ft.pdf
619627,375924003,MIDAZOLAM SERRACLINICS 1 MG / ML SOLUCIÓN INYECTABLE Y PARA PERFUSIÓN EFG,https://cima.aemps.es/cima/pdfs/es/ft/65318/65318_ft.pdf,midazolam,N05CD08,"VÍA INTRAMUSCULAR, VÍA INTRAVENOSA, VÍA RECTAL  (Midazolam 5 mg inyectable 5 ml)",SI,SI,LABORATORIOS SERRA PAMIES S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/65318/65318_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/65318/65318_ft.pdf
619643,78831000140104,HEMOHES 6% SOLUCION,https://cima.aemps.es/cima/pdfs/es/ft/63018/63018_ft.pdf,hidroxietilalmidón + sodio cloruro,B05AA07,"VÍA INTRAVENOSA  (Hidroxietilalmidón 6%/Sodio cloruro 0,9% inyectable perfusión 500 ml)",SI,NO,B. BRAUN MELSUNGEN AG,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/63018/63018_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/63018/63018_ft.pdf
619742,333336005,CURADONA 100 mg/ml SOLUCION CUTANEA,https://cima.aemps.es/cima/pdfs/es/ft/63031/63031_ft.pdf,povidona iodada,D08AG02,USO CUTÁNEO  (Povidona iodada 100 mg/ml líquido uso tópico),NO,NO,LAINCO S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/63031/63031_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/63031/63031_ft.pdf
619791,333336005,CURADONA 100 mg/ml SOLUCION CUTANEA,https://cima.aemps.es/cima/pdfs/es/ft/63031/63031_ft.pdf,povidona iodada,D08AG02,USO CUTÁNEO  (Povidona iodada 100 mg/ml líquido uso tópico),NO,NO,LAINCO S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/63031/63031_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/63031/63031_ft.pdf
619825,30531000140102,FENITOINA RUBIO 50 MG/ML SOLUCIÓN INYECTABLE,https://cima.aemps.es/cima/pdfs/es/ft/56245/56245_ft.pdf,fenitoína,N03AB02,VÍA INTRAVENOSA  (Fenitoína 100 mg inyectable 2 ml),SI,SI,LABORATORIOS RUBIO S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/56245/56245_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/56245/56245_ft.pdf
619833,30531000140102,FENITOINA RUBIO 50 MG/ML SOLUCIÓN INYECTABLE,https://cima.aemps.es/cima/pdfs/es/ft/56245/56245_ft.pdf,fenitoína,N03AB02,VÍA INTRAVENOSA  (Fenitoína 100 mg inyectable 2 ml),SI,SI,LABORATORIOS RUBIO S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/56245/56245_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/56245/56245_ft.pdf
619924,321461008,SINOGAN 25 mg COMPRIMIDOS RECUBIERTOS CON PELÍCULA,https://cima.aemps.es/cima/pdfs/es/ft/32263/32263_ft.pdf,levomepromazina,N05AA02,VÍA ORAL  (Levomepromazina 25 mg comprimido),SI,NO,"NEURAXPHARM SPAIN, S.L.U.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/32263/32263_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/32263/32263_ft.pdf
619957,36011000140102,SINOGAN 100 mg COMPRIMIDOS  RECUBIERTOS CON PELÍCULA,https://cima.aemps.es/cima/pdfs/es/ft/44275/44275_ft.pdf,levomepromazina,N05AA02,VÍA ORAL  (Levomepromazina 100 mg comprimido),SI,NO,"NEURAXPHARM SPAIN, S.L.U.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/44275/44275_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/44275/44275_ft.pdf
619973,33481000140106,MEPIVACAINA B. BRAUN 10 MG/ML SOLUCIÓN INYECTABLE,https://cima.aemps.es/cima/pdfs/es/ft/62604/62604_ft.pdf,mepivacaína,N01BB03,"VÍA EPIDURAL, VÍA INTRAARTICULAR, VÍA INTRAMUSCULAR, VÍA PERIARTICULAR, VÍA PERINEURAL, VÍA SUBCUTÁNEA  (Mepivacaína 100 mg inyectable 10 ml)",SI,NO,B BRAUN MEDICAL S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/62604/62604_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/62604/62604_ft.pdf
620021,317291008,OMEPRAZOL KORHISPANA 20 mg CAPSULAS DURAS GASTRORRESISTENTES EFG,https://cima.aemps.es/cima/pdfs/es/ft/65186/65186_ft.pdf,omeprazol,A02BC01,VÍA ORAL  (Omeprazol 20 mg cápsula),SI,SI,KORHISPANA S.L.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/65186/65186_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/65186/65186_ft.pdf
620039,323821007,CEFOTAXIMA SALA 2 G POLVO Y DISOLVENTE SOL INY IV EFG,https://cima.aemps.es/cima/pdfs/es/ft/65346/65346_ft.pdf,cefotaxima,J01DD01,VÍA INTRAVENOSA  (Cefotaxima 2.000 mg inyectable IV),SI,SI,"LABORATORIOS REIG JOFRE, S.A.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/65346/65346_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/65346/65346_ft.pdf
620146,324728003,ACICLOVIR TEDEC 25 mg/ml SOLUCION PARA PERFUSION EFG,https://cima.aemps.es/cima/pdfs/es/ft/65237/65237_ft.pdf,aciclovir,J05AB01,VÍA INTRAVENOSA  (Aciclovir 250 mg inyectable perfusión),SI,SI,MEIJI PHARMA SPAIN S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/65237/65237_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/65237/65237_ft.pdf
620179,323854009,KEFAMIN 1 G,No Disponible,ceftazidima,J01DD02,"VÍA INTRAMUSCULAR, VÍA INTRAVENOSA  (Ceftazidima 1.000 mg inyectable)",SI,NO,BIOMED S.L.,No Disponible,No Disponible
620187,323855005,KEFAMIN 2 G,No Disponible,ceftazidima,J01DD02,VÍA INTRAVENOSA  (Ceftazidima 2.000 mg inyectable perfusión),SI,NO,BIOMED S.L.,No Disponible,No Disponible
620195,172901000140109,MEPIVACAINA B. BRAUN 20 MG/ML SOLUCIÓN INYECTABLE,https://cima.aemps.es/cima/pdfs/es/ft/62606/62606_ft.pdf,mepivacaína,N01BB03,"VÍA EPIDURAL, VÍA PERINEURAL, VÍA SUBCUTÁNEA  (Mepivacaína 100 mg inyectable 5 ml)",SI,NO,B BRAUN MEDICAL S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/62606/62606_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/62606/62606_ft.pdf
620203,33511000140102,MEPIVACAINA B. BRAUN 20 MG/ML SOLUCIÓN INYECTABLE,https://cima.aemps.es/cima/pdfs/es/ft/62606/62606_ft.pdf,mepivacaína,N01BB03,"VÍA EPIDURAL, VÍA PERINEURAL, VÍA SUBCUTÁNEA  (Mepivacaína 200 mg inyectable 10 ml)",SI,NO,B BRAUN MEDICAL S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/62606/62606_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/62606/62606_ft.pdf
620229,317322009,ANAGASTRA 20 mg COMPRIMIDOS GASTRORRESISTENTES,https://cima.aemps.es/cima/pdfs/es/ft/62578/62578_ft.pdf,pantoprazol,A02BC02,VÍA ORAL  (Pantoprazol 20 mg comprimido),SI,NO,TAKEDA GMBH,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/62578/62578_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/62578/62578_ft.pdf
620237,28811000140105,LIDOCAINA  B. BRAUN 50 mg/ml solucion inyectable,https://cima.aemps.es/cima/pdfs/es/ft/37714/37714_ft.pdf,lidocaína,N01BB02,"VÍA EPIDURAL, VÍA INTRADÉRMICA, VÍA INTRAMUSCULAR, VÍA INTRAVENOSA, VÍA SUBCUTÁNEA  (Lidocaína 250 mg inyectable 5 ml)",SI,NO,B BRAUN MEDICAL S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/37714/37714_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/37714/37714_ft.pdf
620245,80351000140105,CLORURO DE SODIO B. BRAUN 20% CONCENTRADO PARA SOLUCION PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/61987/61987_ft.pdf,sodio cloruro,B05BB01,VÍA INTRAVENOSA  (Sodio cloruro 20% inyectable 10 ml),SI,NO,B BRAUN MEDICAL S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/61987/61987_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/61987/61987_ft.pdf
620252,67251000140104,GLUCOSADO BRAUN 10% SOLUCION PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/41755/41755_ft.pdf,glucosa,B05BA03,VÍA INTRAVENOSA  (Glucosa 10% inyectable perfusión 100 ml),SI,NO,B BRAUN MEDICAL S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/41755/41755_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/41755/41755_ft.pdf
620286,324480006,RIFALDIN 300 mg CAPSULAS,https://cima.aemps.es/cima/pdfs/es/ft/46029/46029_ft.pdf,rifampicina,J04AB02,VÍA ORAL  (Rifampicina 300 mg cápsula),SI,NO,MARION MERRELL S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/46029/46029_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/46029/46029_ft.pdf
620294,29281000140106,RIFALDIN 600 mg COMPRIMIDOS RECUBIERTOS CON PELICULA,https://cima.aemps.es/cima/pdfs/es/ft/50405/50405_ft.pdf,rifampicina,J04AB02,VÍA ORAL  (Rifampicina 600 mg comprimido),SI,NO,MARION MERRELL S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/50405/50405_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/50405/50405_ft.pdf
620328,23491000140106,MIDAZOLAM SERRACLINICS 5 MG/ML SOLUCIÓN INYECTABLE  Y PARA PERFUSIÓN EFG,https://cima.aemps.es/cima/pdfs/es/ft/65314/65314_ft.pdf,midazolam,N05CD08,"VÍA INTRAMUSCULAR, VÍA INTRAVENOSA, VÍA RECTAL  (Midazolam 15 mg inyectable 3 ml)",SI,SI,LABORATORIOS SERRA PAMIES S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/65314/65314_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/65314/65314_ft.pdf
620344,324501005,RIFINAH 300 MG/150 MG COMPRIMIDOS RECUBIERTOS CON PELÍCULA,https://cima.aemps.es/cima/pdfs/es/ft/54213/54213_ft.pdf,rifampicina + isoniazida,J04AM02,VÍA ORAL  (Rifampicina/Isoniazida 300 mg/150 mg comprimido),SI,NO,MARION MERRELL S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/54213/54213_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/54213/54213_ft.pdf
620377,329714006,ARTRINOVO 25 MG CÁPSULAS DURAS,https://cima.aemps.es/cima/pdfs/es/ft/42582/42582_ft.pdf,indometacina,M01AB01,VÍA ORAL  (Indometacina 25 mg cápsula),SI,NO,LABORATORIOS LLORENS S.L.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/42582/42582_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/42582/42582_ft.pdf
620385,329716008,ARTRINOVO 100 MG SUPOSITORIOS,https://cima.aemps.es/cima/pdfs/es/ft/42846/42846_ft.pdf,indometacina,M01AB01,VÍA RECTAL  (Indometacina 100 mg supositorio),SI,NO,LABORATORIOS LLORENS S.L.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/42846/42846_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/42846/42846_ft.pdf
620393,370198005,ARTRINOVO 50 MG SUPOSITORIOS,https://cima.aemps.es/cima/pdfs/es/ft/43857/43857_ft.pdf,indometacina,M01AB01,VÍA RECTAL  (Indometacina 50 mg supositorio),SI,NO,LABORATORIOS LLORENS S.L.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/43857/43857_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/43857/43857_ft.pdf
620401,51971000140100,SEDOTIME 45 mg CAPSULAS DURAS,https://cima.aemps.es/cima/pdfs/es/ft/56271/56271_ft.pdf,ketazolam,N05BA10,VÍA ORAL  (Ketazolam 45 mg cápsula),SI,NO,FAES FARMA S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/56271/56271_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/56271/56271_ft.pdf
620419,51981000140102,SEDOTIME 30 mg CAPSULAS DURAS,https://cima.aemps.es/cima/pdfs/es/ft/56234/56234_ft.pdf,ketazolam,N05BA10,VÍA ORAL  (Ketazolam 30 mg cápsula),SI,NO,FAES FARMA S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/56234/56234_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/56234/56234_ft.pdf
620427,324059006,DOSIL 100 MG CÁPSULAS DURAS,https://cima.aemps.es/cima/pdfs/es/ft/48194/48194_ft.pdf,doxiciclina,J01AA02,VÍA ORAL  (Doxiciclina 100 mg cápsula),SI,NO,LABORATORIOS LLORENS S.L.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/48194/48194_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/48194/48194_ft.pdf
620435,51961000140108,SEDOTIME 15 mg CAPSULAS DURAS,https://cima.aemps.es/cima/pdfs/es/ft/56235/56235_ft.pdf,ketazolam,N05BA10,VÍA ORAL  (Ketazolam 15 mg cápsula),SI,NO,FAES FARMA S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/56235/56235_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/56235/56235_ft.pdf
620526,321294008,DONIX 1 mg,https://cima.aemps.es/cima/pdfs/es/ft/54768/54768_ft.pdf,lorazepam,N05BA06,VÍA ORAL  (Lorazepam 1 mg comprimido),SI,NO,UXA FARMA S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/54768/54768_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/54768/54768_ft.pdf
620534,26761000140103,DONIX 5 mg,https://cima.aemps.es/cima/pdfs/es/ft/55292/55292_ft.pdf,lorazepam,N05BA06,VÍA ORAL  (Lorazepam 5 mg comprimido),SI,NO,UXA FARMA S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/55292/55292_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/55292/55292_ft.pdf
620617,323015009,GABAPENTINA KERN PHARMA 400 mg CAPSULAS DURAS EFG,https://cima.aemps.es/cima/pdfs/es/ft/64891/64891_ft.pdf,gabapentina,N02BF01,VÍA ORAL  (Gabapentina 400 mg cápsula),SI,SI,KERN PHARMA S.L.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/64891/64891_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/64891/64891_ft.pdf
620625,323014008,GABAPENTINA KERN PHARMA 300 mg CAPSULAS DURAS EFG,https://cima.aemps.es/cima/pdfs/es/ft/64892/64892_ft.pdf,gabapentina,N02BF01,VÍA ORAL  (Gabapentina 300 mg cápsula),SI,SI,KERN PHARMA S.L.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/64892/64892_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/64892/64892_ft.pdf
620724,66521000140105,GLUCOSA FRESENIUS KABI 40% SOLUCIÓN PARA PERFUSIÓN,https://cima.aemps.es/cima/pdfs/es/ft/38406/38406_ft.pdf,glucosa,B05BA03,VÍA INTRAVENOSA  (Glucosa 40% inyectable perfusión 250 ml),SI,NO,"FRESENIUS KABI ESPAÑA, S.A.U.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/38406/38406_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/38406/38406_ft.pdf
620765,67751000140107,VIAFLO HARTMANN (RINGER LACTADA) SOLUCION  PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/65353/65353_ft.pdf,solución de Ringer lactato,B05BB01,"VÍA INTRAVENOSA  (Ringer lactato (Sodio cloruro/Potasio cloruro/Calcio cloruro/Sodio lactato) 6 mg/ml + (0,3-0,4) mg/ml + (0,2-0,27) mg/ml + (3-3,29) mg/ml inyectable perfusión 250 ml)",SI,NO,BAXTER S.L.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/65353/65353_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/65353/65353_ft.pdf
620773,376839008,LOVASTATINA VIR 40 mg COMPRIMIDOS EFG,https://cima.aemps.es/cima/pdfs/es/ft/63907/63907_ft.pdf,lovastatina,C10AA02,VÍA ORAL  (Lovastatina 40 mg comprimido),SI,SI,INDUSTRIA QUIMICA Y FARMACEUTICA VIR S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/63907/63907_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/63907/63907_ft.pdf
620781,322623000,TRAMADOL NORMON 50 MG CÁPSULAS DURAS EFG,https://cima.aemps.es/cima/pdfs/es/ft/63910/63910_ft.pdf,tramadol,N02AX02,VÍA ORAL  (Tramadol 50 mg cápsula),SI,SI,LABORATORIOS NORMON S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/63910/63910_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/63910/63910_ft.pdf
620930,2431000140106,AMOXICILINA/ACIDO CLAVULANICO GENERIS 500 mg/50mg  POLVO PARA PERFUSION EFG,https://cima.aemps.es/cima/pdfs/es/ft/66157/66157_ft.pdf,amoxicilina + ácido clavulánico,J01CR02,VÍA INTRAVENOSA  (Amoxicilina/Ácido clavulánico 500 mg/50 mg inyectable),SI,SI,"GENERIS FARMACÉUTICA, S.A.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/66157/66157_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/66157/66157_ft.pdf
620989,66681000140108,"GLUCOSA 5% Y CLORURO SÓDICO 0,33% BAXTER SOLUCIÓN PARA PERFUSIÓN",https://cima.aemps.es/cima/pdfs/es/ft/60418/60418_ft.pdf,glucosa + sodio cloruro,B05BB92,"VÍA INTRAVENOSA  (Glucosa 5%/Sodio cloruro 0,3% inyectable perfusión 250 ml)",SI,NO,BAXTER S.L.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/60418/60418_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/60418/60418_ft.pdf
621052,318807006,CAPTOPRIL / HIDROCLOROTIAZIDA NORMON 50 mg/25 mg COMPRIMIDOS EFG,https://cima.aemps.es/cima/pdfs/es/ft/63129/63129_ft.pdf,captopril + hidroclorotiazida,C09BA01,VÍA ORAL  (Captopril/Hidroclorotiazida 50 mg/25 mg comprimido),SI,SI,LABORATORIOS NORMON S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/63129/63129_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/63129/63129_ft.pdf
